effect_id,study_id_str,outcome_id_str,sex_of_animals,disease_cohort_str,control_cohort_str,time,d.mean,d.sd,d.n,c.mean,c.sd,c.n,title,authors,breeder_strain,GD_first_administration,cross.fost,poly_I_C_daily_dose_mg_kg,intervention.no,year,ro_b_assessment_blinding_of_animal_carers_handlers,ro_b_assessment_blinding_of_outcome_assessors,ro_b_assessment_random_housing,ro_b_assessment_a_priori_power_calculations,ro_b_assessment_conflict_of_interest,ro_b_assessment_unit_of_analysis_error,ro_b_assessment_random_outcome_assessment,ro_b_assessment_presence_of_sequence_generation,ro_b_assessment_baseline_characteristics,ro_b_assessment_allocation_concealment,ro_b_assessment_incomplete_outcome_data,species_of_animal,strain,outcome_label,prepulse_intensity_d_b,pulse_intensity_d_b,prepulse_duration_ms,interstimulus_interval_ms,is_this_ppi_for_a_specific_pre_pulse_intensity_or_averaged_across_multiple,is_this_ppi_for_a_specific_pulse_intensity_or_is_it_averaged_across_multiple,disease_model,acute_or_chronic,duration_days_if_chronic,administration_route,frequency_of_administration_if_chronic,sham_equivalent,vehicle,author,background_db,pre_pulse_level_above_back,d.mean.adj,c.mean.adj,developmental_stage_PPI,polyIC.dose.cat,SMD,SMDV,same_coh_same_PPI_param_diff_time,same_cohort_diff_PPI_param
212,fe495963-7b52-4a66-9951-67e15834c95b,9c2aa8cb-2563-4371-8324-e00355ffe712,female ,392464b0-660c-45a2-938a-488bf44a78f3,405ef703-7d37-40d5-934f-c3f87679c6c6,70,30.6,10.73312629,5,24.4,12.98229564,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,74dB : 120dB : 40ms : 50ms ,74,120,40,50,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,4,69.4,75.6,adult,moderate,-0.470808367,0.376742145,196,104
213,fe495963-7b52-4a66-9951-67e15834c95b,93673234-ebee-42ed-810e-4182bec4b4a4,male,0d4fa3b8-b20b-485c-b7b7-3ae425eb55f8,c057f19f-57c7-4a07-888d-7f6a343a49eb,70,33.5,13.41640786,5,25.6,18.02824451,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,78dB : 120dB : 40ms : 100ms ,78,120,40,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,8,66.5,74.4,adult,moderate,-0.447255324,0.375759272,197,105
214,fe495963-7b52-4a66-9951-67e15834c95b,93673234-ebee-42ed-810e-4182bec4b4a4,female ,392464b0-660c-45a2-938a-488bf44a78f3,405ef703-7d37-40d5-934f-c3f87679c6c6,70,21.4,13.41640786,5,51.1,16.90147923,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,78dB : 120dB : 40ms : 100ms ,78,120,40,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,8,78.6,48.9,adult,moderate,1.756778409,0.506951684,198,104
215,fe495963-7b52-4a66-9951-67e15834c95b,99ac523b-34f3-4240-94a9-3ba5cd045615,male,0d4fa3b8-b20b-485c-b7b7-3ae425eb55f8,c057f19f-57c7-4a07-888d-7f6a343a49eb,70,53.6,14.08722826,5,51.8,19.10601999,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,78dB : 120dB : 40ms : 50ms ,78,120,40,50,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,8,46.4,48.2,adult,moderate,-0.096430131,0.367089338,199,105
234,605fe0a2-8c4d-41f0-a628-48723befac3f,6df367d5-7b8f-4814-8ebd-e8beb0a53624,mixed ,135b644a-c09b-4898-93a3-7f4f2df39fed,d017a42f-139e-4609-9887-e5dd7ae52dfc,70,59.3,17.23252738,29,65.7,6.219324722,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,1,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,85dB : 120dB : 20ms : 100ms,85,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,1mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,17,40.7,34.3,adult,low,0.408107074,0.140048871,200,50
235,605fe0a2-8c4d-41f0-a628-48723befac3f,777b5c43-349b-48ba-83c3-3fbec3696863,mixed ,135b644a-c09b-4898-93a3-7f4f2df39fed,d017a42f-139e-4609-9887-e5dd7ae52dfc,71,24.6,9.693296653,29,27.9,8.707054611,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,1,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,71dB : 120dB : 20ms : 100ms,71,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,1mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,3,75.4,72.1,adult,low,0.341306426,0.139401582,201,51
236,605fe0a2-8c4d-41f0-a628-48723befac3f,34d4e550-9825-4710-b204-425feede18cd,mixed ,135b644a-c09b-4898-93a3-7f4f2df39fed,d017a42f-139e-4609-9887-e5dd7ae52dfc,72,44.1,15.07846146,29,47.9,8.707054611,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,1,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,77dB : 120dB : 20ms : 100ms,77,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,1mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,9,55.9,52.1,adult,low,0.268917289,0.138830422,202,52
237,605fe0a2-8c4d-41f0-a628-48723befac3f,6df367d5-7b8f-4814-8ebd-e8beb0a53624,mixed ,3117dc65-0f2e-4b70-ac52-3832437c73e,d017a42f-139e-4609-9887-e5dd7ae52dfc,73,59.3,17.23252738,29,65.7,6.219324722,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,4,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,85dB : 120dB : 20ms : 100ms,85,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,17,40.7,34.3,adult,moderate,0.408107074,0.140048871,203,53
238,605fe0a2-8c4d-41f0-a628-48723befac3f,777b5c43-349b-48ba-83c3-3fbec3696863,mixed ,3117dc65-0f2e-4b70-ac52-3832437c73e,d017a42f-139e-4609-9887-e5dd7ae52dfc,74,15.8,9.693296653,29,27.9,8.707054611,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,4,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,71dB : 120dB : 20ms : 100ms,71,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,3,84.2,72.1,adult,moderate,1.251456895,0.158145496,204,54
239,605fe0a2-8c4d-41f0-a628-48723befac3f,34d4e550-9825-4710-b204-425feede18cd,mixed ,3117dc65-0f2e-4b70-ac52-3832437c73e,d017a42f-139e-4609-9887-e5dd7ae52dfc,75,22.4,14.53994498,29,47.9,8.707054611,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,4,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,77dB : 120dB : 20ms : 100ms,77,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD16,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,9,77.6,52.1,adult,moderate,1.864840705,0.182860863,205,55
240,605fe0a2-8c4d-41f0-a628-48723befac3f,6df367d5-7b8f-4814-8ebd-e8beb0a53624,mixed ,00e4aae7-9d59-4f7d-a879-28b757af4ff,d017a42f-139e-4609-9887-e5dd7ae52dfc,76,27.8,13.46291202,29,65.7,6.219324722,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,8,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,85dB : 120dB : 20ms : 100ms,85,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,8mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,17,72.2,34.3,adult,moderate,3.055866813,0.25863913,206,56
241,605fe0a2-8c4d-41f0-a628-48723befac3f,777b5c43-349b-48ba-83c3-3fbec3696863,mixed ,00e4aae7-9d59-4f7d-a879-28b757af4ff,d017a42f-139e-4609-9887-e5dd7ae52dfc,77,16.2,12.38587906,29,27.9,8.707054611,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,8,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,71dB : 120dB : 20ms : 100ms,71,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,8mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,3,83.8,72.1,adult,moderate,0.985983376,0.150465367,207,57
242,605fe0a2-8c4d-41f0-a628-48723befac3f,34d4e550-9825-4710-b204-425feede18cd,mixed ,00e4aae7-9d59-4f7d-a879-28b757af4ff,d017a42f-139e-4609-9887-e5dd7ae52dfc,78,23.2,14.0014285,29,47.9,8.707054611,9.67,Quetiapine lipid core nanocapsules restore prepulse inhibition deficits in a neurodevelopmental model of schizophrenia in male and female rats.,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",0,15,0,8,0,2020,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,low RoB,unclear RoB,low RoB,rat,wistar,77dB : 120dB : 20ms : 100ms,77,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,8mg/kg : GD16,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Carre<c3><b1>o, Fernando and Helfer, Vict<c3><b3>ria Etges and Staudt, Keli Jaqueline and Paese, Karina and Meyer, Fab<c3><ad>ola Schons and Herrmann, Ana Paula and Guterres, S<c3><ad>lvia Stanis<c3><a7>uaski and Rates, Stela Maris Kuze and Dalla Costa, Teresa ",68,9,76.8,52.1,adult,moderate,1.868504124,0.183037703,208,58
243,905a2287-c42f-458f-870e-a4559e7ba08d,17296ae1-f5c1-4844-abf9-8b7bc2906fb3,male,a204bf7e-51e5-4f4d-a696-688a6b2ae71,912b0798-7233-4c38-a9f3-ccc38faf612,76,35.1,10.43551628,10,38.5,19.92234926,10,The risk for behavioural deficits is determined by the maternal immune response to prenatal immune challenge in a neurodevelopmental model.,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,0,15,0,4,0,2014,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,rat,wistar-hannover,80dB : 120dB : 20ms : 100ms,80,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,sc,NA,administration of vehicle used in the polyI:C preparation,nuclease free water,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,65,15,64.9,61.5,adult,moderate,0.204743298,0.201047995,209,59
244,905a2287-c42f-458f-870e-a4559e7ba08d,e9c55a5e-69a1-4c7f-abc1-163164f0b399,male,a204bf7e-51e5-4f4d-a696-688a6b2ae71,912b0798-7233-4c38-a9f3-ccc38faf612,77,10,11.98503233,10,2.59,13.7875306,10,The risk for behavioural deficits is determined by the maternal immune response to prenatal immune challenge in a neurodevelopmental model.,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,0,15,0,4,0,2014,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,rat,wistar-hannover,70dB : 120dB : 20ms : 100ms,70,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,sc,NA,administration of vehicle used in the polyI:C preparation,nuclease free water,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,65,5,90,97.41,adult,moderate,-0.549333671,0.207544187,210,60
245,905a2287-c42f-458f-870e-a4559e7ba08d,ad155d84-0a90-4371-8947-182fd8d38b9f,male,a204bf7e-51e5-4f4d-a696-688a6b2ae71,912b0798-7233-4c38-a9f3-ccc38faf612,78,19.7,16.44384383,10,22.6,18.65743819,10,The risk for behavioural deficits is determined by the maternal immune response to prenatal immune challenge in a neurodevelopmental model.,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,0,15,0,4,0,2014,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,rat,wistar-hannover,75dB : 120dB : 20ms : 100ms,75,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,sc,NA,administration of vehicle used in the polyI:C preparation,nuclease free water,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,65,10,80.3,77.4,adult,moderate,0.157924073,0.2006235,211,61
246,905a2287-c42f-458f-870e-a4559e7ba08d,17296ae1-f5c1-4844-abf9-8b7bc2906fb3,male,e33e4e45-f8ad-4dba-8753-fc335db3059f,912b0798-7233-4c38-a9f3-ccc38faf612,79,40.1,10.4560987,13,38.5,19.92234926,10,The risk for behavioural deficits is determined by the maternal immune response to prenatal immune challenge in a neurodevelopmental model.,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,0,15,0,4,0,2014,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,rat,wistar-hannover,80dB : 120dB : 20ms : 100ms,80,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,sc,NA,administration of vehicle used in the polyI:C preparation,nuclease free water,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,65,15,59.9,61.5,adult,moderate,-0.101115576,0.177145346,212,62
247,905a2287-c42f-458f-870e-a4559e7ba08d,e9c55a5e-69a1-4c7f-abc1-163164f0b399,male,e33e4e45-f8ad-4dba-8753-fc335db3059f,912b0798-7233-4c38-a9f3-ccc38faf612,80,7.78,12.33098536,13,2.59,13.7875306,10,The risk for behavioural deficits is determined by the maternal immune response to prenatal immune challenge in a neurodevelopmental model.,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,0,15,0,4,0,2014,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,rat,wistar-hannover,70dB : 120dB : 20ms : 100ms,70,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,sc,NA,administration of vehicle used in the polyI:C preparation,nuclease free water,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,65,5,92.22,97.41,adult,moderate,-0.385505308,0.180153823,213,63
248,905a2287-c42f-458f-870e-a4559e7ba08d,ad155d84-0a90-4371-8947-182fd8d38b9f,male,e33e4e45-f8ad-4dba-8753-fc335db3059f,912b0798-7233-4c38-a9f3-ccc38faf612,81,32.2,12.97998459,13,22.6,18.65743819,10,The risk for behavioural deficits is determined by the maternal immune response to prenatal immune challenge in a neurodevelopmental model.,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,0,15,0,4,0,2014,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,rat,wistar-hannover,75dB : 120dB : 20ms : 100ms,75,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,sc,NA,administration of vehicle used in the polyI:C preparation,nuclease free water,Missault S and Van den Eynde K and Vanden Berghe W and Fransen E and Weeren A and Timmermans JP and Kumar-Singh S and Dedeurwaerdere S ,65,10,67.8,77.4,adult,moderate,-0.590554241,0.184504692,214,64
